"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"26","@KimKardashian showing off her beautiful #vegan refrigerator and it’s so satisfying.🥰 #ClimateChange #BeyondMeat 

https://t.co/ty2Ngs9UW5",FALSE,0,"KimKardashian",2020-02-10 15:15:17,FALSE,NA,"1226887368260640770","25365536","<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","xx_melissa_",1,FALSE,FALSE,NA,NA
"27","@jamejame2015 @saulvilladr No saben que existen un montón de hamburguesas aptas para VEGANOS, que se ofrecen en un… https://t.co/zDvmrn52vy",FALSE,3,"jamejame2015",2020-02-10 15:14:48,TRUE,"1226876964411232256","1226887247649280005","3269391288","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Karlanimal",1,FALSE,FALSE,NA,NA
"28","@sopitas No me digas que después de eeese speech está cenando eso 🍔??? espero que sea de #beyondmeat",FALSE,1,"sopitas",2020-02-10 15:12:18,FALSE,"1226871500508160006","1226886615433347077","3362741","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OkObregon",0,FALSE,FALSE,NA,NA
"29","RT @Animal1Personne: #planete #ecologie #environnement

#Casino, #Monoprix  #Franprix vont vendre la “fausse viande” du géant du #Vegan #Be…",FALSE,0,NA,2020-02-10 15:03:01,FALSE,NA,"1226884281911386112",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","xilema",4,TRUE,FALSE,NA,NA
"30","And so #BeyondMeat is now my biggest market opinion. Portfolio update: long Beyond Meat, Tesla, Amazon, Apple, Reve… https://t.co/rjRcoVvzSb",FALSE,1,NA,2020-02-10 14:56:34,TRUE,NA,"1226882656887017473",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AJalomaki",0,FALSE,FALSE,NA,NA
"31","RT @Animal1Personne: #planete #ecologie #environnement

#Casino, #Monoprix  #Franprix vont vendre la “fausse viande” du géant du #Vegan #Be…",FALSE,0,NA,2020-02-10 14:51:38,FALSE,NA,"1226881417357012992",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chele_fabienne",4,TRUE,FALSE,NA,NA
"32","RT @Animal1Personne: #planete #ecologie #environnement

#Casino, #Monoprix  #Franprix vont vendre la “fausse viande” du géant du #Vegan #Be…",FALSE,0,NA,2020-02-10 14:41:59,FALSE,NA,"1226878986401320960",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EcalleSebastien",4,TRUE,FALSE,NA,NA
"33","Don't miss out our partner Beyond Meat Distribution Greece at @horecaexpogr! Taste their delicious and 100% plant b… https://t.co/BabhbVsuJz",FALSE,0,NA,2020-02-10 14:38:58,TRUE,NA,"1226878226707996672",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","kovaldDigital",0,FALSE,FALSE,NA,NA
"34","RT @Tradingchannels: Expect more upside from $BYND once the green top band gives way. #beyondmeat https://t.co/PmvcN2pwWO",FALSE,0,NA,2020-02-10 14:34:02,FALSE,NA,"1226876984690532354",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","thinkGenie",3,TRUE,FALSE,NA,NA
"35","RT @Animal1Personne: #planete #ecologie #environnement

#Casino, #Monoprix  #Franprix vont vendre la “fausse viande” du géant du #Vegan #Be…",FALSE,0,NA,2020-02-10 14:30:03,FALSE,NA,"1226875984722432007",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mariepajot21",4,TRUE,FALSE,NA,NA
"36","#planete #ecologie #environnement

#Casino, #Monoprix  #Franprix vont vendre la “fausse viande” du géant du #Vegan… https://t.co/BJeiCmrG5b",FALSE,5,NA,2020-02-10 14:22:51,TRUE,NA,"1226874170279124993",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Animal1Personne",4,FALSE,FALSE,NA,NA
"37","BEYOND MEATが「人工肉」なら
BEYOND PENISは何になると思う？
＃BEYONDMEAT",FALSE,0,NA,2020-02-10 14:06:10,FALSE,NA,"1226869972875374592",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Cinkuwa",0,FALSE,FALSE,NA,NA
"38","RT @Tradingchannels: Expect more upside from $BYND once the green top band gives way. #beyondmeat https://t.co/PmvcN2pwWO",FALSE,0,NA,2020-02-10 13:53:25,FALSE,NA,"1226866765600346112",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ProfitWins",3,TRUE,FALSE,NA,NA
"39","RT @Tradingchannels: Expect more upside from $BYND once the green top band gives way. #beyondmeat https://t.co/PmvcN2pwWO",FALSE,0,NA,2020-02-10 13:53:13,FALSE,NA,"1226866716627439617",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vengeanceofban",3,TRUE,FALSE,NA,NA
"40","Expect more upside from $BYND once the green top band gives way. #beyondmeat https://t.co/PmvcN2pwWO",FALSE,6,NA,2020-02-10 13:53:00,FALSE,NA,"1226866658859352069",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tradingchannels",3,FALSE,FALSE,NA,NA
"41","#GoodOmens is not just an excellent show from #Prime, it's based on (let's face it) the best book in the whole worl… https://t.co/uIQC49zO9W",FALSE,0,"gingesbecray",2020-02-10 13:38:07,TRUE,"1226861155848556544","1226862915967320066","3760414095","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","gingesbecray",1,FALSE,FALSE,NA,NA
"42","Experiment. #BeyondMeat #Pizza
https://t.co/G1WlyQmCg2 https://t.co/dutiy7PSNN",FALSE,2,NA,2020-02-10 13:03:14,FALSE,NA,"1226854135171100672",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","oleschri",0,FALSE,FALSE,NA,NA
"43","RT @refnode: In der 3. Woche ging es lecker weiter mit rein pflanzlichen Menüs und das Casino im @dbsystel Silberturm hat sich diese Woche…",FALSE,0,NA,2020-02-10 12:31:33,FALSE,NA,"1226846160574386176",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","KREACLOWDY1",4,TRUE,FALSE,NA,NA
"44","#BeyondMeat #BeyondBurger et #BeyondSausage chez #GéantCasino Tonnelles à #Montpellier

Je reviens avec les blocs d… https://t.co/rdhkbj1zhK",FALSE,2,NA,2020-02-10 12:30:49,TRUE,NA,"1226845979615408128",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","PlaneteDystopie",0,FALSE,FALSE,NA,NA
"45","A TALE OF TWO SANDWICHES: Tim Hortons Q4 Same-store sales down 4.3% from last year. Tim's owner also owns Popeyes,… https://t.co/Dq1lRihxPQ",FALSE,1,NA,2020-02-10 12:02:36,TRUE,NA,"1226838876142080001",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","jonmacelive",0,FALSE,FALSE,NA,NA
"46","Pizza mit ohne Fleisch bestellt.
Bin gespannt. #BeyondMeat",FALSE,10,NA,2020-02-10 12:01:19,FALSE,NA,"1226838552748621824",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","oleschri",0,FALSE,FALSE,NA,NA
"47","Les #steaks #vegans #BeyondMeat débarquent dans les rayons du #groupe #Casino https://t.co/5QN1CI3L7K https://t.co/kFke4KdrMF",FALSE,0,NA,2020-02-10 10:40:55,FALSE,NA,"1226818322039234560",NA,"<a href=""http://www.scoop.it"" rel=""nofollow"">Scoop.it</a>","Zehub",0,FALSE,FALSE,NA,NA
"48","$BYND in +5.69% Uptrend, advancing for three consecutive days on February 7, 2020. View odds for this and other ind… https://t.co/3FIzcBSqOA",FALSE,1,NA,2020-02-10 09:28:15,TRUE,NA,"1226800035372785664",NA,"<a href=""https://tickeron.com"" rel=""nofollow"">Tickeron</a>","Tickeron",0,FALSE,FALSE,NA,NA
"49","@EssiSarkakari @MirkoHurmerinta @KJParkkonen @merjamahka Ja hajauttaen #BeyondMeat!",FALSE,3,"EssiSarkakari",2020-02-10 09:23:00,FALSE,"1226797344630464512","1226798714087510017","2883039365","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AJalomaki",0,FALSE,FALSE,NA,NA
"50","We fell in love with @TimHortons in Canada, because they cater to plant based peeps. So gutted after arriving (over… https://t.co/JGVBAgqtmj",FALSE,0,NA,2020-02-10 08:35:10,TRUE,NA,"1226786675436740609",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MannersCost",0,FALSE,FALSE,NA,NA
"51","@I_eat_memes_k @nowthisnews @ElvisTheAlienTV Try a #impossibleBurger or #BeyondMeat. Honestly very very good!",FALSE,11,"I_eat_memes_k",2020-02-10 08:19:00,FALSE,"1226774887186010112","1226782606433210368","933644909332004866","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hawkfanmarsh",0,FALSE,FALSE,NA,NA
"52","Did @algore cut him a check for hyping that fake meat? Was #BeyondMeat an official sponsor of the #Oscars https://t.co/aD2LVVqAq7",FALSE,0,NA,2020-02-10 04:49:22,FALSE,NA,"1226729848707612673",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KayleeSwantek",0,FALSE,FALSE,NA,NA
"53","For real though, I’m so bored of the same speech Joaquin gives at every single award ceremony. We get it, you own a… https://t.co/4dtAdLV22G",FALSE,5,NA,2020-02-10 04:31:24,TRUE,NA,"1226725328434974724",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","snackspecialist",0,FALSE,FALSE,NA,NA
"54","RT @theveganseed: Quinoa, Beyond Meat Italian Sausage, sweet mini peppers, lettuce.

Really tasty lunch.

#healthyliving #vegan #glutenfree…",FALSE,0,NA,2020-02-10 00:50:04,FALSE,NA,"1226669626475655173",NA,"<a href=""http://www.vegangoodness.com"" rel=""nofollow"">VeganGoodness</a>","VeganGoodness",1,TRUE,FALSE,NA,NA
"55","I’m at a #FashionWeek party. Apparently “fashionable” people eat meatless burgers? 🍔 @nyfw @fashionweek @beyondmeat… https://t.co/QUwOiPHJOb",FALSE,2,NA,2020-02-10 00:40:44,TRUE,NA,"1226667277870927873",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","charlesbattersb",0,FALSE,FALSE,NA,NA
"56","RT @gonzotrucker: #plantbased #vegan #BeyondMeat https://t.co/nBiLohnUjU",FALSE,0,NA,2020-02-10 00:09:17,FALSE,NA,"1226659364678717440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ShaleCreekRanch",18,TRUE,FALSE,NA,NA
"57","My #Oscars tradition: watching every year, having seen few if any of the films. This year includes some greasy… https://t.co/Ol7vdBY6cO",FALSE,8,NA,2020-02-09 23:23:42,TRUE,NA,"1226647895077617665",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CarlaJeanStokes",0,FALSE,FALSE,NA,NA
"58","@unge @BlackMiner3Ds @TANZVERBOTcf Obwohl @unge Veganer ist gibt es heute #beef auf #Madeira #lecker #beyondmeat",FALSE,1,"unge",2020-02-09 21:36:57,FALSE,"1226614172504469504","1226621030057291778","544071662","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NoRiceNoPrice",0,FALSE,FALSE,NA,NA
"59","Beyond meat. #beyondmeat https://t.co/Rf7W1rYYJn https://t.co/4a4pVWBE7b",FALSE,0,NA,2020-02-09 21:35:12,FALSE,NA,"1226620589366030337",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","iMichaelTen",0,FALSE,FALSE,NA,NA
"60","RT @SEEDSandCHIPS: Meet the mechanical engineer who left Boeing to make plant-based chicken https://t.co/ZS6DBtJpq6 via @qz #alternativepro…",FALSE,0,NA,2020-02-09 21:08:59,FALSE,NA,"1226613989616033792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_MarcoGualtieri",3,TRUE,FALSE,NA,NA
"61","Tried out Amazon food delivery yesterday. It was nice to order a few things I needed and have it delivered within t… https://t.co/ZCHNll7EKe",FALSE,1,NA,2020-02-09 20:52:25,TRUE,NA,"1226609823728443394",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jujuluvslife_",0,FALSE,FALSE,NA,NA
"62","RT @DonovanLawTampa: @ImpossibleFoods @CCTV @ChinaDaily China perfected fake meat centuries before the ""Impossible Burger."" https://t.co/Y8…",FALSE,0,NA,2020-02-09 20:22:23,FALSE,NA,"1226602262451101697",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DonovanLawTampa",3,TRUE,FALSE,NA,NA
"63","RT @gonzotrucker: #plantbased #vegan #BeyondMeat https://t.co/nBiLohnUjU",FALSE,0,NA,2020-02-09 19:45:20,FALSE,NA,"1226592937909178369",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Lankydoll",18,TRUE,FALSE,NA,NA
"64","RT @AJalomaki: The new veggie virus is spreading stronger than anything else. Get on board the hype train!  #BeyondMeat $BYND https://t.co/…",FALSE,0,NA,2020-02-09 19:14:19,FALSE,NA,"1226585136168230912",NA,"<a href=""https://gambiste.com"" rel=""nofollow"">Gambiste</a>","Gambiste1",2,TRUE,FALSE,NA,NA
"65","The new veggie virus is spreading stronger than anything else. Get on board the hype train!  #BeyondMeat $BYND https://t.co/OamPQpOP5Q",FALSE,3,NA,2020-02-09 18:39:50,FALSE,NA,"1226576454118445056",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AJalomaki",2,FALSE,FALSE,NA,NA
"66","I was really hesitant about trying #BeyondMeat, but damn... it tastes like a hamburger. 😋 nom nom 👩🏼‍🍳 #PlantBased https://t.co/L6Jv5wkrY7",FALSE,0,NA,2020-02-09 18:04:10,FALSE,NA,"1226567479889186816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","clt_nat",0,FALSE,FALSE,NA,NA
"67","Meatless stuffed peppers going in. 
#BeyondMeat https://t.co/ITuazdCK5d",FALSE,19,NA,2020-02-09 17:48:23,FALSE,NA,"1226563509435162625",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","6OnTheWay",0,FALSE,FALSE,NA,NA
"68","At five bucks, this Beyond sausage egg and cheese biscuit better taste like plant-based heaven.

@CarlsJr #vegetarian #beyondmeat",FALSE,1,NA,2020-02-09 17:07:14,FALSE,NA,"1226553154277232641",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MisterLarmour",0,FALSE,FALSE,NA,NA
"69","RT @gonzotrucker: #plantbased #vegan #BeyondMeat https://t.co/nBiLohnUjU",FALSE,0,NA,2020-02-09 17:01:00,FALSE,NA,"1226551585804779522",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OneDisgruntled",18,TRUE,FALSE,NA,NA
"70","RT @gonzotrucker: #plantbased #vegan #BeyondMeat https://t.co/nBiLohnUjU",FALSE,0,NA,2020-02-09 16:42:17,FALSE,NA,"1226546871738519552",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","trojanboy123",18,TRUE,FALSE,NA,NA
"71","RT @gonzotrucker: #plantbased #vegan #BeyondMeat https://t.co/nBiLohnUjU",FALSE,0,NA,2020-02-09 15:24:08,FALSE,NA,"1226527205745885184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RBMUFFINS13",18,TRUE,FALSE,NA,NA
"72","@Monoprix @franprix @casino_super @geant_casino où trouver des produits #beyondmeat sur Paris ?",FALSE,0,"Monoprix",2020-02-09 15:13:17,FALSE,NA,"1226524477930037248","62470684","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chamoute",0,FALSE,FALSE,NA,NA
"73","RT @gonzotrucker: #plantbased #vegan #BeyondMeat https://t.co/nBiLohnUjU",FALSE,0,NA,2020-02-09 14:25:36,FALSE,NA,"1226512476021444611",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","southernrednex",18,TRUE,FALSE,NA,NA
"74","RT @AnyBodyCanFly: #evolution #disruption #innovation 

1 Transportation #Uber
2 Entertainment #Netflix
3 Food delivery #swiggy #doordash
4…",FALSE,0,NA,2020-02-09 14:03:11,FALSE,NA,"1226506834808209408",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RushabOswal",12,TRUE,FALSE,NA,NA
"75","RT @InfiniteFoods: Beyond Burger AND a view? Yes please! Have it the @PepperclubHotel way, and tag us in those mouth-watering moments!

#in…",FALSE,0,NA,2020-02-09 11:31:04,FALSE,NA,"1226468555325149184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PepperclubHotel",2,TRUE,FALSE,NA,NA
"76","RT @gonzotrucker: #plantbased #vegan #BeyondMeat https://t.co/nBiLohnUjU",FALSE,0,NA,2020-02-09 10:56:52,FALSE,NA,"1226459948592222208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","turbosteve21",18,TRUE,FALSE,NA,NA
"77","RT @gonzotrucker: #plantbased #vegan #BeyondMeat https://t.co/nBiLohnUjU",FALSE,0,NA,2020-02-09 10:53:09,FALSE,NA,"1226459012159410176",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","edgarpiceno1",18,TRUE,FALSE,NA,NA
"78","RT @SEEDSandCHIPS: Meet the mechanical engineer who left Boeing to make plant-based chicken https://t.co/ZS6DBtJpq6 via @qz #alternativepro…",FALSE,0,NA,2020-02-09 10:47:34,FALSE,NA,"1226457605649784833",NA,"<a href=""http://beeter.io"" rel=""nofollow"">beeter (β)</a>","Cyber_infern0",3,TRUE,FALSE,NA,NA
"79","$BYND in +5.69% Uptrend, growing for three consecutive days on February 7, 2020. View odds for this and other indic… https://t.co/ej1izrgr6h",FALSE,0,NA,2020-02-09 10:46:39,TRUE,NA,"1226457373708939264",NA,"<a href=""https://tickeron.com"" rel=""nofollow"">Tickeron</a>","Tickeron",0,FALSE,FALSE,NA,NA
